id,text,label,origin,id-type
http://www.vanitatis.elconfidencial.com/noticias/2017-04-19/manuel-benitez-el-cordobes-martina-fraysse-julio-benitez-divorcio-cierre-sicav_1341412/,"De todos los hijos que participan activamente en las empresas familiares (menos Maribel, nacida en 1968), el hijo de Martina y el Huracán de Palma del Río que más presidencias en las empresas familiares tiene es Julio.",0,news-articles,url
https://www.elconfidencial.com/television/programas-tv/2018-11-20/gh-vip-6-notario-votaciones-sistema-votos-tongo-nominaciones-gran-hermano_1657090/,"Bases sí, votaciones no",0,news-articles,url
1.2717464012869632e+18,"Me parece magnífico señora presidenta.

Entiendo que la semana que viene derogará las leyes de género de la CAM, que usted votó a favor, que avalan e inspiran estos compartamientos totalitarios, y el fin de las subvenciones a todos los chiringuitos que las implementan. https://t.co/EafVDd5zEs",1,twitter,twitterId
1.271367837148422e+18,"El sustituto de De los Cobos ordena clonar los ordenadores de todos los agentes que trabajan en diligencias judicializadas

Interior puede acceder así a investigaciones secretas de la Guardia Civil 

¡ES UN ESCÁNDALO! 

#MarlaskaDimisión
https://t.co/6JOq2sCVqg",1,twitter,twitterId
http://www.elconfidencial.com/deportes/formula-1/2016-09-21/rosberg-hamilton-mercedes-f1-mundial-formula-1_1262857/,"Ahora mismo Nico está al mismo nivel que Lewis, quien es probablemente el mejor piloto de la parrilla.",0,news-articles,url
https://www.lavozdegalicia.es/noticia/espana/2023/04/17/muere-nino-12-anos-tras-recibir-balonazo-colegio-sestao/00031681719423496136109.htm,"Un niño de 12 años falleció ayer tras recibir un balonazo mientras jugaba en el patio del colegio La Salle de Sestao, según publica El Correo.",0,news-articles,url
https://www.elplural.com/opinion/hable-mayoria-hazlo-madrid-importa_264954102,"El PSOE en la Comunidad de Madrid, con el lema Hazlo por Madrid, ha realizado un llamamiento a la movilización para votar con el objetivo de evitar un Gobierno de PP y Vox en la región.",0,news-articles,url
https://www.elsaltodiario.com/argentina/economia-popular-inflacion-fmi-organizaciones-populares-argentinas-crisis-economica,"Si bien estás prácticas no tienen la dimensión que tenían a comienzos del 2000, en algunos barrios han empezado a crecer los intercambios de ropa o mercadería para acceder a los bienes más básicos.",0,news-articles,url
https://beta.newtral.es/boca-river-mujeres-radio-argentina/20210211/,"“Ahora todavía eres un bicho raro y por eso también escuchan con lupa, pero hay que abrir ese camino para un montón de locutoras, para que el día de mañana sea habitual que tengamos un equipo femenino transmitiendo”.",0,news-articles,url
1.2578106949567775e+18,"No queremos una regularización como la de Italia, ofreciendo nuestros cuerpos para que los países europeos subsistan a nuestra costa. Trabajo por papeles, es un chantaje esclavista. No queremos papeles por razones de ""salud pública"" o para más ""eficiencia económica"" @gilets_noirs",1,twitter,twitterId
1.303037759591002e+18,¿María Dolores de Cospedal la que dejó la política porque la descubrieron conspirando con el mafioso Villarejo para destruir pruebas de la corrupción del PP y a la que ahora pide imputar el fiscal es la misma María Dolores de Cospedal que hizo Presidente del PP a Pablo Casado? ?,1,twitter,twitterId
http://www.elconfidencial.com/cultura/2016-08-06/joker-batman-peiculas-comics-jared-leto-jack-nicholson-cesar-romero-heath-ledger_1242564/,Un Joker perpetuamente bañado en ácido.,0,news-articles,url
http://www.elconfidencial.com/economia/2017-06-09/huelga-estibadores-perdidas-puertos-espanoles_1396831/,Más de 36 millones de euros.,0,news-articles,url
https://www.newtral.es/default-rusia-suspension-pagos-deuda/,"“De acuerdo con los criterios de calificación soberana de Fitch Ratings, el pago en moneda local de los cupones de eurobonos en dólares estadounidenses de Rusia con vencimiento el 16 de marzo, si ocurriera, constituiría un incumplimiento soberano, al vencimiento del período de gracia de 30 días”, recoge.",0,news-articles,url
https://www.elconfidencial.com/alma-corazon-vida/2019-01-15/consejos-policia-nacional-no-te-roben-en-casa_1759354/,"Si observas algo inusual o raro, llama sin pensarlo.",0,news-articles,url
1.4990664963283804e+18,"Como dice aquí @PabloIglesias, es muy difícil defender las vías diplomáticas en estos días. Pero esta deleznable invasión del amigo de la ultraderecha Putin sólo puede acabar con un conflicto bélico global o con un acuerdo de paz. Nosotros, evidentemente, defendemos lo segundo. https://t.co/ADPPJFGOWi",1,twitter,twitterId
https://as.com/futbol/internacional/endrick-hace-historia-n/,"‘Ah, es el nuevo Pelé’.",0,news-articles,url
1.2720725517459292e+18,"En @Congreso_Es el grave fracaso en Salud Pública es consecuencia de infravaloración temprana d pandemia, xq @sanchezcastejon ignoró advertencias organismos internacionales y tardó toma decisiones. El confinamiento llegó tarde con epidemia fuera control @GPPopular #PactoCajal https://t.co/V70ueu1dSk",0,twitter,twitterId
1.2678544403353682e+18,"Estas semanas, también seguimos con nuestro trabajo de estudio y propuestas de proyectos de ley, anteproyectos, enmiendas... que se debaten y registran en el @Congreso_Es https://t.co/50W4RSGkNK",0,twitter,twitterId
https://www.alertadigital.com/2023/04/16/hallan-superbacterias-en-el-40-de-muestras-de-carne-de-supermercados-de-espana/,"Los supermercados en los que se tomaron las muestras de carne eran de cadenas “muy representativas” presentes en toda España, aclaró a El Confidencial una de las autoras de la investigación, Azucena Mora Gutiérrez.",0,news-articles,url
http://www.vanitatis.elconfidencial.com/television/2015-05-09/kiko-hernandez-anuncia-que-va-a-ser-padre-en-salvame-deluxe_791447/,"Los alegatos de Hernández no fueron tomados en consideración por el juez, ya que el colaborador aseguró ""no saber"" si había recibido el dinero del cliente, ya que aunque era el administrador no era quien llevaba ese tipo de gestiones.",0,news-articles,url
http://www.elconfidencial.com/mercados/2015-12-22/la-banca-privada-pone-en-cuarentena-al-high-yield-por-temor-al-estallido-de-la-burbuja_1123393/,"En concreto, cinco fundamentales.",0,news-articles,url
https://www.lavozdegalicia.es/noticia/deportes/2023/04/16/reparto-puntos-racing-deportivo-0-0/00031681671710725429467.htm,Racing: Gazzaniga;,0,news-articles,url
http://www.elconfidencial.com/economia/papeles-panama/2016-05-10/papeles-panama-mossack-fonseca_1197317/,[Leer: Al menos 36 estadounidenses acusados de fraude figuran en papeles de Panamá],0,news-articles,url
https://www.elplural.com/economia/calvino-asegura-indicadores-economicos-desvelan-una-fuerte-recuperacion_272943102,"Por otro lado, la responsable económica del Gobierno se ha pronunciado sobre la situación del mercado laboral.",0,news-articles,url
https://www.elespanol.com/deportes/futbol/20230417/xabi-alonso-realidad-milagro-alemania-real-madrid/756674492_0.html,"El Bayer Leverkusen quería que fuera a Alemania en su auxilio tras un terrible arranque en la Bundesliga, así que Xabi Alonso no lo dudó y cogió el toro por los cuernos.",0,news-articles,url
http://www.elconfidencial.com/alma-corazon-vida/2016-09-19/10-diez-cosas-cancerigenas-que-no-conocias-no-sabes_1259769/,Tricloroetileno,0,news-articles,url
1.314949302716969e+18,"El Gran Wyoming:
1. Tiene 20 inmuebles a su nombre
2. Vive en su mansión de 1M€
3. Cobra 391.818€ al año 

Desde el Intermedio siempre está luchando contra el malvado capitalismo (el sistema que lo ha hecho millonario). No dejes que te engañe con su demagogia hipócrita",1,twitter,twitterId
https://www.elconfidencial.com/cultura/2023-04-16/olafur-eliasson-arte-qatar_3609584/,"""Yo soy un artista, pero también soy una persona.",0,news-articles,url
1.271199801892393e+18,"La abueliña me ha robado el  

Conversaciones de Santiago Abascal con su abueliña https://t.co/fvqMcAs3NA vía @YouTube",0,twitter,twitterId
https://www.elplural.com/opinion/octubre-revolucionario-asturies-represion_250417102,También contó con la simpatía de los partidos republicanos pequeño-burgueses.,0,news-articles,url
1.2794300766737326e+18,"   He sido elegido como joven representante político europeo este 2020. Para mí será un honor y un placer representar a #Fuensalida en la Semana Europea de Ciudades y Regiones. 

Many thanks to @PES_CoR &amp; @EU_CoR for the opportunity. 
https://t.co/AbiZLkbmE5",0,twitter,twitterId
https://www.vanitatis.elconfidencial.com/noticias/2017-09-09/campos-arrocet-alaska-vaquerizo-parejas-television_1440816/,Andreu Buenafuente y Silvia Abril,0,news-articles,url
1.3503906586584228e+18,"Hacer de España una Nación Emprendedora va más allá de impulsar el emprendimiento innovador. Queremos construir la Nación Emprendedora con mayor impacto social de la historia.
 
Muchas gracias @CarlesMesa por la entrevista hoy en @NEUDC_RNE, de @rne.
https://t.co/W92ZKHoQGV https://t.co/hqoDXg6sQc",0,twitter,twitterId
1.2755117020003697e+18,"Contundente @Macarena_Olona con los que manipulan y utilizan a la mujer, y condenan a los hombres, abriendo una brecha ficticia. Defendiendo al ser humano, libre e igual, sin etiquetas de género. https://t.co/8uBle8m6aD",1,twitter,twitterId
https://www.newtral.es/senor-de-los-anillos-videojuego-trayectoria-analisis-derechos/,"Los nuevos gestores del patrimonio de Tolkien parecen más adeptos a los nuevos proyectos que se inspiran en la Tierra Media y hay referencias no confirmadas de que Amazon cuenta con los derechos para adaptar ciertas partes de El Silmarilion, una novela que en los últimos años The Tolkien Estate había mantenido guardada bajo llave.",0,news-articles,url
https://www.elplural.com/opinion/hable-mayoria-hazlo-madrid-importa_264954102,"Si la libertad de cada cual ha de acabar donde empieza la de los demás, Ayuso se ha convertido en una ""okupa emocional"" por intentar apropiarse en campaña electoral del amplísimo porcentaje del término que no le corresponde.",0,news-articles,url
https://beta.newtral.es/osakidetza-indemnizacion-muerte-bebe-parto/20200929/,"Osakidetza, en su informe de propuestas de mejora, señala que es necesario realizar un “protocolo de parto de Emergencias” y un “protocolo de actuación en complicaciones obstétricas”, pero también “formación en asistencia al parto y sus complicaciones”, así como “inclusión del doppler fetal entre el material de Emergencias” y “accesibilidad del material disponible en centros de salud”.",0,news-articles,url
https://www.elplural.com/politica/alonso-aznar-botella-dedica-con-quien-trabaja-hijo-jose-maria-aznar-expresidente_224929102,"Provenientes del mundo empresarial, destacan Larry Babbio, actual presidente de Verizon o Tom Glocer, ex consejero delegado de Thomson Reuters.",0,news-articles,url
https://www.newtral.es/gibraltar-mas-alla-de-los-culebrones-de-verano/,"Es una colonia británica en territorio español, no forma parte de Reino Unido.",0,news-articles,url
https://www.elplural.com/opinion/octubre-revolucionario-asturies-represion_250417102,"lo que hoy hacemos es, un alto en el camino, en el cual subsanaremos nuestros errores para no volver a caer en los mismos"".",0,news-articles,url
1.273952063764996e+18,"Si esto te molesta:
1. Me alegro muchísimo.
2. Eres la razón por la que se ha hecho esta campaña. https://t.co/rej1N1gw4Z",0,twitter,twitterId
1.2185710088331796e+18,"VOX va a defender el #PINParental hasta el final para recuperar el derecho de los padres a elegir la educación que quieren para sus hijos.

Nunca más los progres camparan a sus anchas por las aulas    

Nunca más podrán adoctrinar a nuestros hijos en chorradas como estas ⬇️ https://t.co/ARZrhJvi9A",1,twitter,twitterId
https://www.elconfidencial.com/cultura/cine/2017-07-28/50-primaveras-blandine-lenoir-agnes-jaoui_1412693/,"Después de los 30, todo va cuesta abajo.",0,news-articles,url
https://www.periodistadigital.com/ciencia/salud/20230412/programas-salud-mental-conectan-poblacion-adolescente-noticia-689404903797/,Buscando las claves de la viralidad en redes,0,news-articles,url
http://www.lavanguardia.com/opinion/20170507/422339218100/operacion-bikini-version-masculina.html,–¿Y si fumáis?,0,news-articles,url
https://www.lavozdegalicia.es/noticia/economia/2023/04/17/gobierno-movilizara-50000-pisos-sareb-alquilarlos-precios-bajos/0003_202304G17P19991.htm,"Para este experto hay otras causas que explican la falta de vivienda para arrendar, entre las que destaca la derivación del alquiler tradicional al vacacional, que ofrece una mayor rentabilidad y seguridad para los dueños de pisos.",0,news-articles,url
https://www.libertaddigital.com/opinion/libros/la-transicion-de-cristal-1276238378.html,"Su papel no siempre fue positivo, a causa de su apego a la demagogia radical y rupturista, su propensión a un sentimen­talismo ideológico hueco, a una propaganda favorable a la ETA y a los radicalismos y dictaduras también autodenominados progresistas fuera de España;",0,news-articles,url
1.3185296695835077e+18,"C's es un partido oportunista que ahora mismo quiere blanquear su nefasta gestión madrileña intentando acercarse al Botànic.

El Botànic gobierna para todas y habla con todas, pero si C's plantea un desvío que ponga en peligro la buena gestión y los derechos no contarán con UP.",1,twitter,twitterId
https://www.elplural.com/politica/espana/rajoy-orden-frenar-barcenas-escribia-luis-fuerte_269600102,"Este constituye el germen de la Kitchen, quien también investiga al ex comisario José Manuel Villarejo, al ex número dos de la Policía, Eugenio Pino, y al antiguo chófer del ex tesorero del PP, Sergio Ríos.",0,news-articles,url
1.460655231444861e+18,"Sí.

Queremos desmontar el entramado mafioso creado por el separatismo.

Una fiesta millonaria que pagan de su bolsillo los catalanes.

https://t.co/9Ct15UNdKg",1,twitter,twitterId
https://www.elsaltodiario.com/el-salvador/salvador-bukele-seguridad-justifica-medios,Debía de escribir el texto para antes de que se dejara de hablar sobre el tema.,0,news-articles,url
https://www.elsaltodiario.com/el-salvador/salvador-bukele-seguridad-justifica-medios,"No obstante, este plan, que disminuyó en un 51% el índice de mortalidad, fue criticado por el Departamento del Tesoro de los Estados Unidos, porque evidenció que la disminución de muertes se debía realmente a los pactos a los que había llegado Bukele con las pandillas del crimen organizado.",0,news-articles,url
https://www.elconfidencial.com/cultura/cine/2017-07-28/50-primaveras-blandine-lenoir-agnes-jaoui_1412693/,"El objetivo no es ver quién está más discriminado, sino identificar los criterios de discriminación para afrontarlos.",0,news-articles,url
1.2730313124803748e+18,"Buena crónica de lo que está ocurriendo con el gobierno y las cifras de fallecidos por Covid:

10 dias con las cifras congeladas a pesar de informar de fallecimientos semanales, los medios internacionales no encuentran explicación y la portavoz del gobierno nos toma por tontos. https://t.co/yyIQCtYN0o",1,twitter,twitterId
1.2728602254318797e+18,"Empiezan los golpes de calor     Cañizares: ""Una vacuna del coronavirus se fabrica a base de células de fetos abortados y es obra del diablo"" - https://t.co/JejVXiTR5O",1,twitter,twitterId
https://www.elconfidencial.com/television/programas-tv/2018-11-20/gh-vip-6-notario-votaciones-sistema-votos-tongo-nominaciones-gran-hermano_1657090/,"Esta hipotética situación no cambiaría esta realidad: hasta la fecha ""GH VIP 6"" no ha usado esta figura para supervisar los resultados de las votaciones.",0,news-articles,url
https://www.newtral.es/coronavirus-covid-casos-echo-contagios-medidas/,"En el conjunto del planeta, la COVID-19 suma 154,3 millones de casos, según Johns Hopkins, con 3.227.699 fallecidos.",0,news-articles,url
1.3539828819122708e+18,Fantástica @monasterioR en la 1. Y una vez más: qué vergüenza de pseudo periodistas. Es indignante. Aunque se las ha merendado a todas con una sonrisa. Lo de televisión espantosa es vomitivo,1,twitter,twitterId
https://www.libertaddigital.com/opinion/libros/la-transicion-de-cristal-1276238378.html,"Esta evidencia clave queda nublada o desvirtuada en la mayoría de las historias e interpretaciones de la época, lo cual desenfoca el proceso y enturbia su comprensión.",0,news-articles,url
https://blogs.elconfidencial.com/espana/mientras-tanto/2023-04-16/pp-psoe-bibloquismo-erc-bildu-feijoo-sanchez_3611663/,La nueva mayoría,0,news-articles,url
1.2711492610744238e+18,"Las asociaciones empresariales hablaron ya en marzo de tres grandes necesidades: liquidez, ERTE y aplazamiento de impuestos. @CEOE_ES @cepyme_ https://t.co/oGrhkcTZZC",0,twitter,twitterId
1.2732682734554767e+18,Impecable. En tiempos de mentiras y oscurantismo decir la verdad es un acto revolucionario. Y lo único decente q puede y debe hacer un demócrata. https://t.co/h0At6D75tN,1,twitter,twitterId
https://www.elplural.com/opinion/riego-cabezas-san-juan-plaza-cebada_256499102,"A las 8 de la mañana del 1 de enero de 1820, comenzaba un episodio trascendental de la historia contemporánea en España.",0,news-articles,url
1.293458992954585e+18,"Esto ya pasó cuando intentaron destruir a la jueza Victoria Rosell a base de portadas difamatorias. También con el informe PISA, fabricado por las cloacas. Todo quedó en nada, pero el sicariato mediático se empleó a fondo.

Esta basura la conocemos bien. Es así desde que nacimos. https://t.co/DAaVd1NdZg",1,twitter,twitterId
https://www.elplural.com/economia/ahora-cuidado-con-el-gasto-publico_215740102,"Hasta hace bien poco, hablar en España de rendición de cuentas era hablar de fiscalización administrativa y de poco más.",0,news-articles,url
1.280586200898732e+18,"Según la portada de hoy de La Voz de Galicia, el brote de A Mariña está controlado. El mismo periódico en la portada de su edición de hoy de A Mariña dice algo un poco diferente.   ‍♀️ https://t.co/p6bpug4O4r",0,twitter,twitterId
https://www.infolibre.es/medioambiente/incendio-pirineos-franceses-arrasa-668-hectareas-cruza-frontera-espana_1_1475358.html,Las operaciones han continuado durante la noche.,0,news-articles,url
1.271514826150314e+18,"Defensa firme de diputados del @GPPopular @PopularesCyL al sector vitivinícola
19.000 puestos de trabajo en el medio rural afectados por Covid-19
El @PSOE:
 NO pone un euro nuevo
 NO prima Calidad
 NO facilita exportación 24%aranceles
@DORibera @DORueda @DOBierzo @VinodeToro https://t.co/x7D7o9A8el",0,twitter,twitterId
1.278043904152146e+18,"A guanyar diners! 
Que hay que pagar los chiringuitos, los paniaguados y a los 1000 asesores de PSOE y PODEMOS

La casta con su rodillo recaudatorio
-Es que los pobres no compran mascarillas

PSOE y PODEMOS, la gran mentira de que están lado de los obreros y las familias humildes https://t.co/BNSGehuUsZ",1,twitter,twitterId
1.236322397319553e+18,"   ¡Sigue en directo por nuestro canal de YouTube a partir de las 19:00 la lectura del manifiesto #NoHablesEnMiNombre!

  Y proclamación de @Santi_ABASCAL como vencedor de las primarias del partido.

#AsambleaVOX https://t.co/fLmeL9uyTJ",0,twitter,twitterId
https://www.elplural.com/politica/espana/casos-sospechosos-coronavirus-disparan-madrid-superan-5000_241051102,"Con estos datos, Madrid acumula un total de 9.087 fallecidos en hospitales desde el inicio de la pandemia (12 en el día), a los que se suman 4.747 en centros sociosanitarios (como residencias), 881 en domicilios y 27 en otros lugares, como la vía pública.",0,news-articles,url
tis.elconfidencial.com/cine-tv/2014-11-18/risto-mejide-contesta-a-frank-cuesta-en-una-dura-carta-no-pienso-ir-a-la-selva_480829/,"Sin embargo, tu respuesta a mi invitación ha transformado una mano tendida para ayudar a Yuyee en un duelo entre machitos para ver quién la tiene más larga.",1,news-articles,url
1.2887834416564552e+18,"@fjosealcaraz Por crímenes monstruosos, como estos la rata etarra de Josu Ternera tendría que estar hace años en la cárcel;ahora dirán que le queda 6 meses y durará 15 años, porque mala hierba nunca muere. Ni olvido ni perdón. Justicia. https://t.co/b6DC42EQs1",1,twitter,twitterId
https://www.libertaddigital.com/opinion/federico-jimenez-losantos/en-2030-no-tendras-nada-y-seras-feliz-el-proyecto-comunista-mundial-que-aplauden-macron-y-merkel-en-davos-6703990/,Para el bien del medio ambiente y de tu propia salud”.,0,news-articles,url
1.273919713400193e+18,"Saber comunicar en público es fundamental para las relaciones humanas y profesionales. Será un honor volver a la Liga Española de Debate Universitario, ahora como presidente del jurado, y poder evaluar y disfrutar el talento de los mejores oradores de la universidad nacional.   https://t.co/8b62nqQSrR",0,twitter,twitterId
1.2736806687578194e+18,"El sector del transporte discrecional de viajeros, que ha sufrido una pérdida sustancial de ingresos durante el #EstadoDeAlarma, podrá acogerse próximamente a un mecanismo de suspensión temporal de las cuotas asociadas a la compra de vehículos. #EsteVirusLoParamosUnidos",0,twitter,twitterId
1.3794009796705608e+18,"No tienes vergüenza ni escrúpulos. A pesar de que en el Gobierno de España te traten como socio preferente, representas lo peor de nuestro país. https://t.co/mj8J84wp9D",1,twitter,twitterId
1.27098242934451e+18,"El Gobierno de la @AndaluciaJunta quiere ahorrar reduciendo la inversión en los servicios públicos (Sanidad, educación, dependencia, igualdad), y ahora con las Rentas Mínimas de Inserción Social, pese a ser compatible con el #IngresoMinimoVital . La mezquindad no tiene límites‼️ https://t.co/QCMMupXES6",1,twitter,twitterId
https://www.alimente.elconfidencial.com/bienestar/2023-04-17/hora-de-que-el-cancer-sea-prioridad-para-la-ue_3610976/,"La Unión Europea ha establecido una Política Agraria Común, ha creado autopistas que unen nuestros países, construido museos para impulsar la cultura que nos une y estadios de futbol para hermanarnos en los deportes, pero ¿y por qué todavía no tenemos operativa en los 27 una política común para luchar contra el cáncer equitativamente?",0,news-articles,url
1.2709716284957e+18,"La revista @ctxt_es ha incluido nuestra conversación con la gran @HelenaMaleno en su especial ""Europa contra sí misma"": https://t.co/ol74HjWa9f, junto a textos de @StevenForti @EnricQuart @MiguelUrban y un largo etc. Gran parte de nuestro futuro se está jugando a escala europea.",0,twitter,twitterId
https://www.vanitatis.elconfidencial.com/noticias/2017-12-03/las-campos-nueva-york-peliculas-desayuno-con-diamantes_1487349/,"""Teresa Gump""",0,news-articles,url
1.272409168486568e+18,"Luis M. Ansón: ""En el entorno de Pedro Sánchez aseguran que su propósito final en esta legislatura es plantear una crisis constituyente y presentar a la nación una nueva Constitución que modifique la forma de Estado, estableciendo la República. Pedro Sánchez sería el presidente."" https://t.co/fN9lYOCELy",0,twitter,twitterId
http://www.vanitatis.elconfidencial.com/noticias/2015-10-27/la-melancolica-entrada-de-julian-contreras-en-el-mundo-de-los-bloggers_1072339/,Serán una serie de siete preguntas a personas de mi profunda admiración.,0,news-articles,url
https://www.newtral.es/que-leyes-ha-aprobado-el-gobierno/,"En su caso, se encuentra a la espera de un informe preceptivo (Consejo de Estado), situación en la que también están otras cuatro normas: la que pretende modificar el IVA para trasponer una directiva europea, la de Memoria Democrática, la que busca crear una Fiscalía Europea y la que regulará el desplazamiento de trabajadores que prestan un servicio transaccional.",0,news-articles,url
1.2710804824831795e+18,García Egea: “El IMV aprobado ayer es la renta básica de inserción y la ayuda familiar que protege a los más vulnerables que desde hace 20 años tienen las CCAA del PP” https://t.co/4QAyPdEFXK,0,twitter,twitterId
